First Matching Affiliation from Corresponding Author,First Matching Corresponding Author,Institution Guess,doi,Url to publisher,Url to fulltext in Rero Doc,Article Title,Article Subtitle,Authors,Year,Journal Title,All Affiliations,Publisher,Date of Allowed Open Access Publication (YYYY-MM-DD),Volume,Issue,Start Page,End Page,ISSN (print),ISSN (electronic),Copyright type,Copyright / Licence,Source,Link to Swissbib,Metadata in MARC XML,Metadata in Dublin Core,Metadata in Json-Marc,Comment
"Institute of Linguistics and Semiotics, University of Lugano, via G. Buffi 13, 6900, Lugano, Switzerland E-mail: eddo.rigotti@usi.ch","Rigotti, Eddo",usi,10.1007/s10503-010-9190-7,https://doi.org/10.1007/s10503-010-9190-7,,Comparing the Argumentum Model of Topics to Other Contemporary Approaches to Argument Schemes: The Procedural and Material Components,,"Rigotti, Eddo;Greco Morasso, Sara",2010,Argumentation,"Institute of Linguistics and Semiotics, University of Lugano, via G. Buffi 13, 6900, Lugano, Switzerland E-mail: eddo.rigotti@usi.ch;Institute of Linguistics and Semiotics, University of Lugano, via G. Buffi 13, 6900, Lugano, Switzerland Institute of Psychology and Education, University of Neuchâtel, Neuchâtel, Switzerland E-mail: sara.greco@usi.ch",Springer Netherlands,,24,4,489,512,0920-427X,1572-8374,copyright,"Springer Science+Business Media B.V., 2010",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1050301091907,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1050301091907&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1050301091907&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1050301091907&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Institute of Communication and Health, Università della Svizzera italiana, Via Giuseppe Buffi 13, 6904, Lugano, Switzerland E-mail: uwe.hartung@usi.ch","Hartung, Uwe",usi,10.1007/s00038-012-0402-9,https://doi.org/10.1007/s00038-012-0402-9,,Effect of smoke-free legislation on Ticino gastronomy revenue,,"Schulz, Peter J.;Hartung, Uwe;Fiordelli, Maddalena",2012,International Journal of Public Health,"Institute of Communication and Health, Università della Svizzera italiana, Via Giuseppe Buffi 13, 6904, Lugano, Switzerland;Institute of Communication and Health, Università della Svizzera italiana, Via Giuseppe Buffi 13, 6904, Lugano, Switzerland E-mail: uwe.hartung@usi.ch;Institute of Communication and Health, Università della Svizzera italiana, Via Giuseppe Buffi 13, 6904, Lugano, Switzerland",SP Birkhäuser Verlag Basel,,57,6,861,866,1661-8556,1661-8564,copyright,"Swiss School of Public Health, 2012",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s0003801204029,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0003801204029&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0003801204029&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0003801204029&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Istituto Dalle Molle di Studi sull’Intelligenza Artificiale (IDSIA), USI-SUPSI, 6928, Manno-Lugano, Switzerland E-mail: janos@idsia.ch","Barta, János",usi,10.1007/s11081-011-9171-1,https://doi.org/10.1007/s11081-011-9171-1,,Wireless multicasting under probabilistic node failures: a heuristic approach,,"Barta, János;Montemanni, Roberto",2012,Optimization and Engineering,"Istituto Dalle Molle di Studi sull’Intelligenza Artificiale (IDSIA), USI-SUPSI, 6928, Manno-Lugano, Switzerland E-mail: janos@idsia.ch;Istituto Dalle Molle di Studi sull’Intelligenza Artificiale (IDSIA), USI-SUPSI, 6928, Manno-Lugano, Switzerland",Springer US; http://www.springer-ny.com,,13,4,705,726,1389-4420,1573-2924,copyright,"Springer Science+Business Media, LLC, 2011",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1108101191711,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1108101191711&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1108101191711&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1108101191711&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"IDSIA, Galleria 2, 6928, Manno-Lugano, Switzerland TU München, Boltzmannstr. 3, 85748, Garching bei München, Germany E-mail: juergen@idsia.ch","Schmidhuber, Jürgen",usi,10.1007/s12559-009-9014-y,https://doi.org/10.1007/s12559-009-9014-y,,Ultimate Cognition à la Gödel,,"Schmidhuber, Jürgen",2009,Cognitive Computation,"IDSIA, Galleria 2, 6928, Manno-Lugano, Switzerland TU München, Boltzmannstr. 3, 85748, Garching bei München, Germany E-mail: juergen@idsia.ch",Springer-Verlag,,1,2,177,193,1866-9956,1866-9964,copyright,"Springer Science+Business Media, LLC, 2009",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s125590099014y,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s125590099014y&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s125590099014y&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s125590099014y&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Institute of Communication and Health, Università della Svizzera Italiana, Via G. Buffi 13, 6904, Lugano, Switzerland E-mail: luca.camerini@usi.ch","Camerini, Luca",usi,10.1007/s11257-010-9088-y,https://doi.org/10.1007/s11257-010-9088-y,,Design and implementation of a web-based Tailored Gymnasium to enhance self-management of Fibromyalgia,,"Camerini, Luca;Giacobazzi, Michele;Boneschi, Marco;Schulz, Peter J.;Rubinelli, Sara",2011,User Modeling and User-Adapted Interaction,"Institute of Communication and Health, Università della Svizzera Italiana, Via G. Buffi 13, 6904, Lugano, Switzerland E-mail: luca.camerini@usi.ch;Institute of Communication and Health, Università della Svizzera Italiana, Via G. Buffi 13, 6904, Lugano, Switzerland E-mail: michele.giacobazzi@usi.ch;Institute of Communication and Health, Università della Svizzera Italiana, Via G. Buffi 13, 6904, Lugano, Switzerland E-mail: marco.boneschi@usi.ch;Institute of Communication and Health, Università della Svizzera Italiana, Via G. Buffi 13, 6904, Lugano, Switzerland E-mail: peter.schulz@usi.ch;Department of Health Sciences and Health Policy, University of Lucerne and Swiss Paraplegic Research, 6207, Nottwil, Switzerland E-mail: sara.rubinelli@paranet.ch",Springer Netherlands,,21,,485,511,0924-1868,1573-1391,copyright,"Springer Science+Business Media B.V., 2010",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s112570109088y,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s112570109088y&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s112570109088y&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s112570109088y&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Università della Svizzera italiana, via G. Buffi 13, 6900, Lugano, Switzerland E-mail: nicoletta.fornara@usi.ch","Fornara, Nicoletta",usi,10.1007/s10462-012-9390-7,https://doi.org/10.1007/s10462-012-9390-7,,Semantic technologies for open interaction systems,,"Fornara, Nicoletta;Tampitsikas, Charalampos",2013,Artificial Intelligence Review,"Università della Svizzera italiana, via G. Buffi 13, 6900, Lugano, Switzerland E-mail: nicoletta.fornara@usi.ch;Università della Svizzera italiana, via G. Buffi 13, 6900, Lugano, Switzerland University of Applied Sciences Western Switzerland, 3960, Sierre, Switzerland E-mail: charalampos.tampitsikas@usi.ch",Springer Netherlands,,39,,63,79,0269-2821,1573-7462,copyright,"Springer Science+Business Media Dordrecht, 2013",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1046201293907,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1046201293907&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1046201293907&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1046201293907&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"University of Lugano, Lugano, Switzerland E-mail: Gianluca.carnabuci@usi.ch","Carnabuci, Gianluca",usi,10.1007/s00181-012-0586-0,https://doi.org/10.1007/s00181-012-0586-0,,The distribution of technological progress,,"Carnabuci, Gianluca",2013,Empirical Economics,"University of Lugano, Lugano, Switzerland E-mail: Gianluca.carnabuci@usi.ch",Springer-Verlag,2018-06-01,44,3,1143,1154,0377-7332,1435-8921,copyright,"Springer-Verlag, 2012",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s0018101205860,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0018101205860&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0018101205860&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0018101205860&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Istituto Dalle Molle di Studi sull'Intelligenza Artificiale (IDSIA), Galleria 2, 6928 Manno-Lugano, Switzerland, Switzerland E-mail: doug@idsia.ch","Eck, Douglas",usi,10.1007/s004260100070,https://doi.org/10.1007/s004260100070,,Finding downbeats with a relaxation oscillator,,"Eck, Douglas",2002,Psychological Research,"Istituto Dalle Molle di Studi sull'Intelligenza Artificiale (IDSIA), Galleria 2, 6928 Manno-Lugano, Switzerland, Switzerland E-mail: doug@idsia.ch",Springer-Verlag,,66,1,18,25,0340-0727,1430-2772,copyright,"Springer-Verlag, 2002",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s004260100070,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s004260100070&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s004260100070&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s004260100070&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Abteilung für Stochastik, Universität Bonn, 53115, Bonn, Germany BiBoS, Research Centre, Bielefeld, Germany CERFIM, Locarno and Academia di Architettura, Università della Svizzera Italiana, Mendrisio, Switzerland Dipartimento di Matematica, Università di Trento, Trento, Italy E-mail: albeverio@uni-bonn.de","Albeverio, Sergio",usi,10.1007/s00220-004-1165-9,https://doi.org/10.1007/s00220-004-1165-9,,A Hierarchical Model of Quantum Anharmonic Oscillators: Critical Point Convergence,,"Albeverio, Sergio;Kondratiev, Yuri;Kozak, Agnieszka;Kozitsky, Yuri",2004,Communications in Mathematical Physics,"Abteilung für Stochastik, Universität Bonn, 53115, Bonn, Germany BiBoS, Research Centre, Bielefeld, Germany CERFIM, Locarno and Academia di Architettura, Università della Svizzera Italiana, Mendrisio, Switzerland Dipartimento di Matematica, Università di Trento, Trento, Italy E-mail: albeverio@uni-bonn.de;Fakultät für Mathematik, Universität Bielefeld, 33615, Bielefeld, Germany BiBoS, Research Centre, Bielefeld, Germany Institute of Mathematics, Kiev, Ukraine E-mail: kondrat@mathematik.uni-bielefeld.de;Instytut Matematyki, Uniwersytet Marii Curie-Skłodowskiej, 20-031, Lublin, Poland E-mail: akozak@golem.umcs.lublin.pl;Instytut Matematyki, Uniwersytet Marii Curie-Skłodowskiej, 20-031, Lublin, Poland E-mail: jkozi@golem.umcs.lublin.pl",Springer-Verlag,,251,1,1,25,0010-3616,1432-0916,copyright,"Springer-Verlag Berlin Heidelberg, 2004",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s0022000411659,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0022000411659&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0022000411659&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0022000411659&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Tec Lab, Faculty of Communication Sciences, University of Lugano, Via G. Buffi, 13 6900, Lugano TI, Switzerland E-mail: davide.bolchini@lu.unisi.ch","Bolchini, Davide",usi,10.1007/s00766-004-0188-2,https://doi.org/10.1007/s00766-004-0188-2,,Goal-driven requirements analysis for hypermedia-intensive Web applications,,"Bolchini, Davide;Paolini, Paolo",2004,Requirements Engineering,"Tec Lab, Faculty of Communication Sciences, University of Lugano, Via G. Buffi, 13 6900, Lugano TI, Switzerland E-mail: davide.bolchini@lu.unisi.ch;Hypermedia Open Centre, Department of Electronics and Informatics, Politecnico di Milano, Via Ponzio, 64/A 20120, Milano, Italy",Springer-Verlag,,9,2,85,103,0947-3602,1432-010X,copyright,"Springer-Verlag London Limited, 2004",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s0076600401882,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0076600401882&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0076600401882&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0076600401882&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
